Feature ID,Chemical Name,Ionization Mode,DTXCID,Correct SSM structure,Number of candidate structures for feature,Chemical metadata score,MS2 score (pos),MS2 score (neg),Hazard score,Chemical metadata rank,MS2 rank (pos),MS2 rank (neg),Hazard rank
669,gabapentin,ESI+,DTXCID60976297,FALSE,235,0.01,,0.75,1.00,166,,77,12
669,gabapentin,ESI+,DTXCID60982616,FALSE,235,0.01,,0.58,1.50,168,,170,10
669,gabapentin,ESI+,DTXCID60996056,FALSE,235,0.01,,0.81,1.00,167,,48,12
669,gabapentin,ESI+,DTXCID701011221,FALSE,235,0.01,,0.39,1.50,157,,226,10
669,gabapentin,ESI+,DTXCID70103875,FALSE,235,0.16,,0.67,2.00,14,,123,7
669,gabapentin,ESI+,DTXCID70121993,FALSE,235,0.27,,0.48,1.33,10,,209,11
669,gabapentin,ESI+,DTXCID701374780,FALSE,235,0.04,,0.54,1.00,108,,187,12
669,gabapentin,ESI+,DTXCID701385010,FALSE,235,0.07,,0.59,1.00,49,,166,12
669,gabapentin,ESI+,DTXCID701404151,FALSE,235,0.08,,0.54,2.00,45,,191,7
669,gabapentin,ESI+,DTXCID70157636,FALSE,235,0.10,,0.72,1.50,27,,95,10
669,gabapentin,ESI+,DTXCID70234370,FALSE,235,0.07,,0.46,1.67,50,,214,9
669,gabapentin,ESI+,DTXCID70404596,FALSE,235,0.12,,0.79,1.50,21,,56,10
669,gabapentin,ESI+,DTXCID70462914,FALSE,235,0.03,,0.73,1.33,137,,92,11
669,gabapentin,ESI+,DTXCID70549476,FALSE,235,0.04,,0.64,1.50,95,,143,10
669,gabapentin,ESI+,DTXCID70680999,FALSE,235,0.04,,0.41,2.00,93,,223,7
669,gabapentin,ESI+,DTXCID70839642,FALSE,235,0.01,,0.61,1.50,164,,159,10
669,gabapentin,ESI+,DTXCID70841780,FALSE,235,0.01,,0.60,2.00,168,,164,7
669,gabapentin,ESI+,DTXCID70872211,FALSE,235,0.03,,0.90,1.00,133,,21,12
669,gabapentin,ESI+,DTXCID7088023,FALSE,235,0.17,,0.23,1.50,12,,234,10
669,gabapentin,ESI+,DTXCID70882335,FALSE,235,0.04,,0.68,2.00,106,,117,7
669,gabapentin,ESI+,DTXCID70936701,FALSE,235,0.01,,0.73,1.00,167,,89,12
669,gabapentin,ESI+,DTXCID70949235,FALSE,235,0.10,,0.52,1.50,29,,198,10
669,gabapentin,ESI+,DTXCID70949275,FALSE,235,0.01,,0.39,2.00,165,,227,7
669,gabapentin,ESI+,DTXCID70950684,FALSE,235,0.01,,0.50,2.00,147,,203,7
669,gabapentin,ESI+,DTXCID70951414,FALSE,235,0.04,,0.47,1.50,88,,213,10
669,gabapentin,ESI+,DTXCID70966649,FALSE,235,0.04,,0.40,1.50,91,,225,10
669,gabapentin,ESI+,DTXCID70984141,FALSE,235,0.01,,0.56,2.00,154,,175,7
669,gabapentin,ESI+,DTXCID801002376,FALSE,235,0.04,,0.70,1.50,90,,104,10
669,gabapentin,ESI+,DTXCID801002619,FALSE,235,0.06,,0.72,1.00,73,,93,12
669,gabapentin,ESI+,DTXCID801317212,FALSE,235,0.01,,0.58,1.50,168,,171,10
669,gabapentin,ESI+,DTXCID801335244,FALSE,235,0.04,,0.44,3.00,108,,220,3
669,gabapentin,ESI+,DTXCID80136735,FALSE,235,0.05,,0.50,1.50,79,,202,10
669,gabapentin,ESI+,DTXCID801433216,FALSE,235,0.05,,0.82,0.00,80,,44,13
669,gabapentin,ESI+,DTXCID80340597,FALSE,235,0.39,,0.94,1.88,4,,17,8
669,gabapentin,ESI+,DTXCID80350353,FALSE,235,0.03,,0.77,1.00,125,,67,12
669,gabapentin,ESI+,DTXCID80359942,FALSE,235,0.09,,0.76,1.67,36,,76,9
669,gabapentin,ESI+,DTXCID80422903,FALSE,235,0.09,,0.69,1.50,31,,114,10
669,gabapentin,ESI+,DTXCID80543566,FALSE,235,0.03,,0.80,2.00,110,,55,7
669,gabapentin,ESI+,DTXCID80549124,FALSE,235,0.06,,0.81,2.00,60,,46,7
669,gabapentin,ESI+,DTXCID80617695,FALSE,235,0.04,,0.35,1.67,87,,229,9
669,gabapentin,ESI+,DTXCID80803374,FALSE,235,0.01,,,1.50,168,,,10
669,gabapentin,ESI+,DTXCID80834047,FALSE,235,0.03,,0.57,2.00,121,,174,7
669,gabapentin,ESI+,DTXCID80865154,FALSE,235,0.01,,0.67,1.00,167,,128,12
669,gabapentin,ESI+,DTXCID80867072,FALSE,235,0.01,,0.67,0.00,168,,125,13
669,gabapentin,ESI+,DTXCID80916312,FALSE,235,0.01,,0.88,1.50,166,,26,10
669,gabapentin,ESI+,DTXCID80955867,FALSE,235,0.05,,0.85,1.00,78,,34,12
669,gabapentin,ESI+,DTXCID80974417,FALSE,235,0.01,,0.83,1.50,168,,40,10
669,gabapentin,ESI+,DTXCID80978036,FALSE,235,0.03,,0.79,1.50,116,,59,10
669,gabapentin,ESI+,DTXCID901004406,FALSE,235,0.03,,0.51,1.50,144,,200,10
669,gabapentin,ESI+,DTXCID901010312,FALSE,235,0.06,,0.67,1.50,70,,127,10
669,gabapentin,ESI+,DTXCID90112383,FALSE,235,1.96,,1.22,3.50,2,,1,2
669,gabapentin,ESI+,DTXCID901330835,FALSE,235,0.04,,0.83,0.00,86,,39,13
669,gabapentin,ESI+,DTXCID901361331,FALSE,235,0.06,,0.57,0.00,61,,173,13
669,gabapentin,ESI+,DTXCID901373483,FALSE,235,0.04,,0.52,2.00,108,,196,7
669,gabapentin,ESI+,DTXCID90246470,FALSE,235,0.04,,0.47,1.50,94,,210,10
669,gabapentin,ESI+,DTXCID90291768,FALSE,235,0.14,,0.66,1.50,17,,133,10
669,gabapentin,ESI+,DTXCID9030462,FALSE,235,1.03,,0.55,4.00,3,,184,1
669,gabapentin,ESI+,DTXCID9036353,FALSE,235,0.28,,0.74,2.50,8,,83,6
669,gabapentin,ESI+,DTXCID90386789,FALSE,235,0.11,,0.55,1.50,24,,182,10
669,gabapentin,ESI+,DTXCID90411262,FALSE,235,0.09,,0.27,1.50,38,,233,10
669,gabapentin,ESI+,DTXCID90523293,FALSE,235,0.04,,0.83,1.00,103,,41,12
669,gabapentin,ESI+,DTXCID90581419,FALSE,235,0.03,,0.55,1.67,140,,185,9
669,gabapentin,ESI+,DTXCID90602017,FALSE,235,0.03,,0.63,2.00,117,,147,7
669,gabapentin,ESI+,DTXCID90662792,FALSE,235,0.01,,0.88,2.00,162,,27,7
669,gabapentin,ESI+,DTXCID90825981,FALSE,235,0.05,,0.81,1.00,74,,49,12
669,gabapentin,ESI+,DTXCID90841525,FALSE,235,0.01,,0.55,2.00,166,,186,7
669,gabapentin,ESI+,DTXCID90870815,FALSE,235,0.01,,0.68,0.00,163,,121,13
669,gabapentin,ESI+,DTXCID90872359,FALSE,235,0.04,,0.77,2.00,109,,71,7
669,gabapentin,ESI+,DTXCID90882716,FALSE,235,0.04,,0.85,2.50,102,,36,6
669,gabapentin,ESI+,DTXCID90890053,FALSE,235,0.01,,0.78,2.00,151,,61,7
669,gabapentin,ESI+,DTXCID90947051,FALSE,235,0.04,,0.72,1.00,107,,94,12
669,gabapentin,ESI+,DTXCID90950686,FALSE,235,0.01,,0.74,3.00,168,,79,3
669,gabapentin,ESI+,DTXCID90950782,FALSE,235,0.03,,0.56,1.00,126,,176,12
669,gabapentin,ESI+,DTXCID90972929,FALSE,235,0.01,,0.73,1.50,161,,88,10
793,theophylline,ESI+,DTXCID001084764,FALSE,76,0.01,0.79,0.52,0.00,36,26,59,10
793,theophylline,ESI+,DTXCID001336,TRUE,76,8.00,1.41,1.07,6.00,1,1,9,1
793,theophylline,ESI+,DTXCID00618861,FALSE,76,0.00,0.66,,1.00,53,43,,9
793,theophylline,ESI+,DTXCID00716573,FALSE,76,0.00,0.57,0.75,1.50,52,56,35,7
793,theophylline,ESI+,DTXCID00860429,FALSE,76,0.01,0.46,0.53,1.50,45,65,57,7
793,theophylline,ESI+,DTXCID00887393,FALSE,76,0.00,0.44,0.80,3.00,52,66,24,3
793,theophylline,ESI+,DTXCID00927506,FALSE,76,0.00,0.43,,1.00,53,68,,9
793,theophylline,ESI+,DTXCID101329870,FALSE,76,0.02,1.22,1.10,3.00,14,6,8,3
793,theophylline,ESI+,DTXCID10278930,FALSE,76,0.02,0.82,0.70,1.00,18,23,39,9
793,theophylline,ESI+,DTXCID10493565,FALSE,76,0.01,0.53,0.53,1.00,46,59,56,9
793,theophylline,ESI+,DTXCID10568762,FALSE,76,0.01,0.78,0.68,2.00,40,27,41,5
793,theophylline,ESI+,DTXCID10688994,FALSE,76,0.00,0.65,0.77,0.00,51,45,31,10
793,theophylline,ESI+,DTXCID10716589,FALSE,76,0.00,0.67,0.70,1.50,52,42,40,7
793,theophylline,ESI+,DTXCID10739132,FALSE,76,0.01,0.61,0.46,1.00,46,51,62,9
793,theophylline,ESI+,DTXCID10997715,FALSE,76,0.00,0.78,0.96,1.00,50,29,13,9
793,theophylline,ESI+,DTXCID2030853,FALSE,76,1.66,1.29,0.91,1.50,3,3,17,7
793,theophylline,ESI+,DTXCID20887158,FALSE,76,0.00,1.04,0.78,1.50,52,13,27,7
793,theophylline,ESI+,DTXCID20985840,FALSE,76,0.00,0.68,1.35,0.00,52,40,3,10
793,theophylline,ESI+,DTXCID301397358,FALSE,76,0.01,0.44,0.55,1.00,48,67,52,9
793,theophylline,ESI+,DTXCID301420442,FALSE,76,0.02,1.26,0.93,1.00,23,4,15,9
793,theophylline,ESI+,DTXCID30279146,FALSE,76,0.01,0.46,0.54,1.00,27,64,55,9
793,theophylline,ESI+,DTXCID30292471,FALSE,76,0.03,0.50,0.55,1.00,11,62,54,9
793,theophylline,ESI+,DTXCID30353612,FALSE,76,0.02,0.69,0.84,0.00,25,37,20,10
793,theophylline,ESI+,DTXCID30359477,FALSE,76,0.01,1.12,0.98,1.50,31,8,12,7
793,theophylline,ESI+,DTXCID30495667,FALSE,76,0.01,0.79,0.82,1.50,32,25,21,7
793,theophylline,ESI+,DTXCID30705132,FALSE,76,0.00,,,1.50,52,,,7
793,theophylline,ESI+,DTXCID30740462,FALSE,76,0.00,0.64,0.75,1.00,52,48,34,9
793,theophylline,ESI+,DTXCID30765458,FALSE,76,0.01,0.33,0.95,1.50,47,72,14,7
793,theophylline,ESI+,DTXCID401319654,FALSE,76,0.01,0.62,0.65,1.00,41,49,44,9
793,theophylline,ESI+,DTXCID40220109,FALSE,76,0.01,,,1.00,37,,,9
793,theophylline,ESI+,DTXCID40264088,FALSE,76,0.05,0.58,0.59,2.00,5,53,49,5
793,theophylline,ESI+,DTXCID40438984,FALSE,76,0.00,0.71,0.59,1.50,52,35,50,7
793,theophylline,ESI+,DTXCID40497632,FALSE,76,0.01,0.33,0.26,1.00,39,70,68,9
793,theophylline,ESI+,DTXCID40619852,FALSE,76,0.01,1.20,0.42,1.33,46,7,63,8
793,theophylline,ESI+,DTXCID40766037,FALSE,76,0.01,0.83,0.50,1.50,48,21,60,7
793,theophylline,ESI+,DTXCID40952413,FALSE,76,0.01,1.07,0.77,1.00,41,11,28,9
793,theophylline,ESI+,DTXCID50109214,FALSE,76,0.04,1.32,0.87,1.50,7,2,18,7
793,theophylline,ESI+,DTXCID501400515,FALSE,76,0.01,0.93,1.38,1.00,48,17,2,9
793,theophylline,ESI+,DTXCID501453988,FALSE,76,0.01,0.70,0.75,1.00,28,36,36,9
793,theophylline,ESI+,DTXCID50232071,FALSE,76,0.02,0.72,0.52,1.00,20,33,58,9
793,theophylline,ESI+,DTXCID50396142,FALSE,76,0.01,0.83,1.40,1.00,34,22,1,9
793,theophylline,ESI+,DTXCID506132,FALSE,76,2.65,1.03,0.74,4.28,2,14,38,2
793,theophylline,ESI+,DTXCID50682153,FALSE,76,0.01,0.42,0.55,2.00,42,69,53,5
793,theophylline,ESI+,DTXCID50984528,FALSE,76,0.01,0.97,0.65,0.00,48,15,45,10
793,theophylline,ESI+,DTXCID601113078,FALSE,76,0.01,0.78,0.66,0.00,48,30,42,10
793,theophylline,ESI+,DTXCID601176509,FALSE,76,0.02,0.64,0.38,1.00,17,46,65,9
793,theophylline,ESI+,DTXCID601317711,FALSE,76,0.02,0.33,,1.50,26,71,,7
793,theophylline,ESI+,DTXCID601480380,FALSE,76,0.01,,,1.00,48,,,9
793,theophylline,ESI+,DTXCID601490381,FALSE,76,0.03,,,3.00,9,,,3
793,theophylline,ESI+,DTXCID60250488,FALSE,76,0.02,0.64,0.37,1.00,24,47,67,9
793,theophylline,ESI+,DTXCID60276784,FALSE,76,0.03,0.77,0.74,1.00,12,31,37,9
793,theophylline,ESI+,DTXCID60418304,FALSE,76,0.01,0.71,0.66,1.00,48,34,43,9
793,theophylline,ESI+,DTXCID60710991,FALSE,76,0.00,0.50,,1.50,53,61,,7
793,theophylline,ESI+,DTXCID6088901,FALSE,76,0.04,1.06,0.86,1.50,6,12,19,7
793,theophylline,ESI+,DTXCID60931543,FALSE,76,0.00,0.56,0.49,0.00,52,57,61,10
793,theophylline,ESI+,DTXCID70255444,FALSE,76,0.01,0.47,0.77,1.00,41,63,32,9
793,theophylline,ESI+,DTXCID70279509,FALSE,76,0.02,0.60,0.76,1.50,21,52,33,7
793,theophylline,ESI+,DTXCID70630232,FALSE,76,0.01,1.22,1.03,1.00,38,5,10,9
793,theophylline,ESI+,DTXCID70740461,FALSE,76,0.01,0.65,0.80,1.00,30,44,23,9
793,theophylline,ESI+,DTXCID70869181,FALSE,76,0.00,1.07,1.17,0.00,49,10,5,10
793,theophylline,ESI+,DTXCID80116138,FALSE,76,0.03,0.54,0.81,1.78,8,58,22,6
793,theophylline,ESI+,DTXCID801296670,FALSE,76,0.00,0.72,0.37,1.50,52,32,66,7
793,theophylline,ESI+,DTXCID80131447,FALSE,76,0.01,0.68,0.77,1.50,33,39,30,7
793,theophylline,ESI+,DTXCID80211955,FALSE,76,0.03,0.78,0.77,1.00,10,28,29,9
793,theophylline,ESI+,DTXCID80278083,FALSE,76,0.02,0.51,0.60,1.00,13,60,48,9
793,theophylline,ESI+,DTXCID80542796,FALSE,76,0.02,0.91,0.93,1.00,16,18,16,9
793,theophylline,ESI+,DTXCID80659636,FALSE,76,0.02,0.67,0.55,0.00,19,41,51,10
793,theophylline,ESI+,DTXCID80679652,FALSE,76,0.01,0.58,0.61,2.00,44,54,47,5
793,theophylline,ESI+,DTXCID80942934,FALSE,76,0.01,0.94,1.15,0.00,29,16,7,10
793,theophylline,ESI+,DTXCID80985841,FALSE,76,0.00,0.69,1.22,0.00,52,38,4,10
793,theophylline,ESI+,DTXCID90130264,FALSE,76,0.05,0.88,1.16,2.50,4,19,6,4
793,theophylline,ESI+,DTXCID901309222,FALSE,76,0.01,0.84,0.39,1.00,35,20,64,9
793,theophylline,ESI+,DTXCID901373233,FALSE,76,0.02,0.61,0.79,1.00,22,50,25,9
793,theophylline,ESI+,DTXCID90530523,FALSE,76,0.02,0.81,0.63,2.00,15,24,46,5
793,theophylline,ESI+,DTXCID90765459,FALSE,76,0.01,0.57,0.78,1.00,48,55,26,9
793,theophylline,ESI+,DTXCID90822814,FALSE,76,0.01,1.07,0.98,1.00,43,9,11,9
983,mdma,ESI+,DTXCID001002289,FALSE,563,0.14,0.65,,2.50,114,115,,12
983,mdma,ESI+,DTXCID001014612,FALSE,563,0.09,0.57,,0.00,180,217,,25
983,mdma,ESI+,DTXCID00103040,FALSE,563,0.06,0.36,,1.50,283,464,,22
983,mdma,ESI+,DTXCID001049089,FALSE,563,0.02,0.58,,2.00,361,207,,18
983,mdma,ESI+,DTXCID001111931,FALSE,563,0.02,0.48,,0.00,361,321,,25
983,mdma,ESI+,DTXCID00114212,FALSE,563,0.14,0.34,,1.50,109,482,,22
983,mdma,ESI+,DTXCID00122493,FALSE,563,0.06,0.48,,1.50,271,329,,22
983,mdma,ESI+,DTXCID001317963,FALSE,563,0.04,0.63,,2.50,335,143,,12
983,mdma,ESI+,DTXCID001413034,FALSE,563,0.09,0.55,,2.00,218,230,,18
983,mdma,ESI+,DTXCID001425198,FALSE,563,0.13,0.61,,1.00,119,157,,24
983,mdma,ESI+,DTXCID00206868,FALSE,563,0.13,0.57,,1.00,130,215,,24
983,mdma,ESI+,DTXCID00212404,FALSE,563,0.13,0.45,,1.50,132,363,,22
983,mdma,ESI+,DTXCID00221995,FALSE,563,0.06,0.51,,1.00,283,290,,24
983,mdma,ESI+,DTXCID00239873,FALSE,563,0.06,0.21,,1.50,283,537,,22
983,mdma,ESI+,DTXCID0024763,FALSE,563,2.54,0.45,,2.63,3,365,,11
983,mdma,ESI+,DTXCID00271172,FALSE,563,0.11,0.37,,1.50,161,459,,22
983,mdma,ESI+,DTXCID00287031,FALSE,563,0.09,0.70,,1.50,174,71,,22
983,mdma,ESI+,DTXCID00427152,FALSE,563,0.10,0.38,,1.50,168,439,,22
983,mdma,ESI+,DTXCID00430767,FALSE,563,0.09,0.50,,1.50,175,298,,22
983,mdma,ESI+,DTXCID00442002,FALSE,563,0.05,0.37,,1.50,287,449,,22
983,mdma,ESI+,DTXCID00463419,FALSE,563,0.15,0.47,,1.00,102,345,,24
983,mdma,ESI+,DTXCID00510134,FALSE,563,0.06,0.49,,1.00,283,313,,24
983,mdma,ESI+,DTXCID00511646,FALSE,563,0.06,0.60,,1.00,245,173,,24
983,mdma,ESI+,DTXCID00532775,FALSE,563,0.06,0.41,,2.50,272,405,,12
983,mdma,ESI+,DTXCID00560417,FALSE,563,0.04,0.25,,2.50,307,521,,12
983,mdma,ESI+,DTXCID00561505,FALSE,563,0.09,0.96,,2.00,192,9,,18
983,mdma,ESI+,DTXCID00591286,FALSE,563,0.09,0.73,,2.00,218,46,,18
983,mdma,ESI+,DTXCID00592798,FALSE,563,0.04,0.42,,2.00,335,402,,18
983,mdma,ESI+,DTXCID00716932,FALSE,563,0.04,0.33,,1.00,333,487,,24
983,mdma,ESI+,DTXCID0073370,FALSE,563,0.06,0.15,,1.50,283,547,,22
983,mdma,ESI+,DTXCID00826080,FALSE,563,0.09,0.44,,1.00,176,374,,24
983,mdma,ESI+,DTXCID00853391,FALSE,563,0.02,0.74,,3.00,361,40,,9
983,mdma,ESI+,DTXCID00878029,FALSE,563,0.06,0.36,,1.50,279,470,,22
983,mdma,ESI+,DTXCID00881270,FALSE,563,0.06,0.79,,0.00,258,25,,25
983,mdma,ESI+,DTXCID00881639,FALSE,563,0.04,0.59,,0.00,335,185,,25
983,mdma,ESI+,DTXCID00883092,FALSE,563,0.04,0.46,,2.00,331,351,,18
983,mdma,ESI+,DTXCID00886664,FALSE,563,0.02,0.64,,3.00,361,122,,9
983,mdma,ESI+,DTXCID0092326,FALSE,563,0.79,0.70,,1.00,18,64,,24
983,mdma,ESI+,DTXCID0092873,FALSE,563,0.10,0.59,,2.22,170,184,,17
983,mdma,ESI+,DTXCID00933561,FALSE,563,0.02,0.67,,3.00,361,94,,9
983,mdma,ESI+,DTXCID00938278,FALSE,563,0.02,0.25,,1.00,361,526,,24
983,mdma,ESI+,DTXCID00941762,FALSE,563,0.02,0.46,,1.00,361,354,,24
983,mdma,ESI+,DTXCID00945043,FALSE,563,0.04,0.43,,1.00,335,393,,24
983,mdma,ESI+,DTXCID00960534,FALSE,563,0.09,0.41,,3.00,212,414,,9
983,mdma,ESI+,DTXCID00962715,FALSE,563,0.06,0.54,,1.00,282,247,,24
983,mdma,ESI+,DTXCID00963126,FALSE,563,0.13,0.65,,0.00,132,113,,25
983,mdma,ESI+,DTXCID0097164,FALSE,563,0.23,0.64,,2.33,51,117,,15
983,mdma,ESI+,DTXCID0098215,FALSE,563,0.15,0.53,,2.40,103,264,,14
983,mdma,ESI+,DTXCID00992956,FALSE,563,0.02,0.63,,0.00,353,131,,25
983,mdma,ESI+,DTXCID101000317,FALSE,563,0.11,0.38,,1.00,162,437,,24
983,mdma,ESI+,DTXCID101000929,FALSE,563,0.04,0.23,,1.50,297,532,,22
983,mdma,ESI+,DTXCID101014615,FALSE,563,0.06,0.87,,1.00,281,17,,24
983,mdma,ESI+,DTXCID101365753,FALSE,563,0.19,0.48,,2.00,76,328,,18
983,mdma,ESI+,DTXCID101388173,FALSE,563,0.06,0.56,,1.50,280,223,,22
983,mdma,ESI+,DTXCID101388997,FALSE,563,0.18,0.65,,1.00,81,112,,24
983,mdma,ESI+,DTXCID101398300,FALSE,563,0.51,0.37,,1.00,26,456,,24
983,mdma,ESI+,DTXCID101400644,FALSE,563,0.06,0.62,,2.50,279,150,,12
983,mdma,ESI+,DTXCID101418582,FALSE,563,0.09,0.38,,1.00,190,438,,24
983,mdma,ESI+,DTXCID10144166,FALSE,563,0.19,0.63,,1.00,74,139,,24
983,mdma,ESI+,DTXCID10145370,FALSE,563,0.17,0.74,,2.67,87,43,,10
983,mdma,ESI+,DTXCID101466012,FALSE,563,0.07,0.72,,0.00,229,54,,25
983,mdma,ESI+,DTXCID10161010,FALSE,563,0.06,0.55,,1.33,282,232,,23
983,mdma,ESI+,DTXCID102271,FALSE,563,0.69,0.57,,3.14,21,211,,6
983,mdma,ESI+,DTXCID10240798,FALSE,563,0.24,0.58,,1.50,46,193,,22
983,mdma,ESI+,DTXCID102417,FALSE,563,2.00,0.42,,3.75,4,403,,5
983,mdma,ESI+,DTXCID10266110,FALSE,563,0.06,0.50,,1.00,283,297,,24
983,mdma,ESI+,DTXCID10276158,FALSE,563,0.03,0.82,,1.50,338,23,,22
983,mdma,ESI+,DTXCID10284511,FALSE,563,0.22,0.40,,2.50,53,423,,12
983,mdma,ESI+,DTXCID10287027,FALSE,563,0.14,0.58,,1.50,108,192,,22
983,mdma,ESI+,DTXCID1029332,FALSE,563,0.26,0.30,,1.50,43,504,,22
983,mdma,ESI+,DTXCID10296750,FALSE,563,0.02,0.53,,1.50,361,267,,22
983,mdma,ESI+,DTXCID10310480,FALSE,563,0.02,0.39,,2.67,361,426,,10
983,mdma,ESI+,DTXCID10341138,FALSE,563,0.09,0.36,,1.50,207,465,,22
983,mdma,ESI+,DTXCID10352067,FALSE,563,0.02,,,2.50,360,,,12
983,mdma,ESI+,DTXCID10378525,FALSE,563,0.11,0.58,,2.50,148,206,,12
983,mdma,ESI+,DTXCID10382667,FALSE,563,0.04,0.69,,1.00,334,81,,24
983,mdma,ESI+,DTXCID10385310,FALSE,563,0.15,0.48,,1.50,106,322,,22
983,mdma,ESI+,DTXCID10390767,FALSE,563,0.07,0.67,,1.50,232,93,,22
983,mdma,ESI+,DTXCID10399598,FALSE,563,0.11,0.17,,2.50,158,542,,12
983,mdma,ESI+,DTXCID10402071,FALSE,563,0.06,0.58,,1.50,264,197,,22
983,mdma,ESI+,DTXCID10410590,FALSE,563,0.09,0.31,,1.50,215,496,,22
983,mdma,ESI+,DTXCID10419109,FALSE,563,0.06,0.30,,1.50,250,502,,22
983,mdma,ESI+,DTXCID10421308,FALSE,563,0.06,0.49,,1.50,273,315,,22
983,mdma,ESI+,DTXCID10424879,FALSE,563,0.07,0.14,,1.50,224,548,,22
983,mdma,ESI+,DTXCID10425563,FALSE,563,0.09,0.42,,1.00,184,396,,24
983,mdma,ESI+,DTXCID10429945,FALSE,563,0.06,0.51,,1.50,283,293,,22
983,mdma,ESI+,DTXCID10464396,FALSE,563,0.07,0.70,,2.00,233,66,,18
983,mdma,ESI+,DTXCID10467822,FALSE,563,0.04,0.62,,1.00,320,145,,24
983,mdma,ESI+,DTXCID10473463,FALSE,563,0.08,0.59,,2.50,220,179,,12
983,mdma,ESI+,DTXCID10516723,FALSE,563,0.13,0.40,,1.50,135,425,,22
983,mdma,ESI+,DTXCID105460,FALSE,563,1.66,0.36,,2.67,7,462,,10
983,mdma,ESI+,DTXCID10550041,FALSE,563,0.06,0.63,,2.00,277,133,,18
983,mdma,ESI+,DTXCID10583915,FALSE,563,0.04,0.28,,2.00,325,513,,18
983,mdma,ESI+,DTXCID10590982,FALSE,563,0.04,0.43,,1.00,313,389,,24
983,mdma,ESI+,DTXCID10603329,FALSE,563,0.04,0.52,,1.50,332,281,,22
983,mdma,ESI+,DTXCID10662335,FALSE,563,0.02,0.59,,0.00,353,178,,25
983,mdma,ESI+,DTXCID10672979,FALSE,563,0.02,,,2.50,358,,,12
983,mdma,ESI+,DTXCID1076373,FALSE,563,0.06,0.65,,2.67,283,107,,10
983,mdma,ESI+,DTXCID10838795,FALSE,563,0.13,0.69,,1.50,124,83,,22
983,mdma,ESI+,DTXCID10864054,FALSE,563,0.04,0.32,,0.00,321,492,,25
983,mdma,ESI+,DTXCID10878237,FALSE,563,0.06,0.65,,1.00,253,105,,24
983,mdma,ESI+,DTXCID10881261,FALSE,563,0.04,0.55,,0.00,334,241,,25
983,mdma,ESI+,DTXCID10881640,FALSE,563,0.11,0.47,,0.00,147,336,,25
983,mdma,ESI+,DTXCID10885562,FALSE,563,0.02,0.37,,0.00,361,451,,25
983,mdma,ESI+,DTXCID10887748,FALSE,563,0.02,0.59,,2.00,358,189,,18
983,mdma,ESI+,DTXCID10937813,FALSE,563,0.63,0.59,,2.00,22,182,,18
983,mdma,ESI+,DTXCID1095406,FALSE,563,0.39,0.31,,3.13,30,497,,7
983,mdma,ESI+,DTXCID10969194,FALSE,563,0.07,0.24,,2.00,231,529,,18
983,mdma,ESI+,DTXCID201002516,FALSE,563,0.04,0.64,,2.50,334,120,,12
983,mdma,ESI+,DTXCID201005558,FALSE,563,0.04,0.37,,1.00,332,455,,24
983,mdma,ESI+,DTXCID201014606,FALSE,563,0.09,0.46,,2.00,209,360,,18
983,mdma,ESI+,DTXCID201014618,FALSE,563,0.11,0.58,,1.00,165,201,,24
983,mdma,ESI+,DTXCID201021558,FALSE,563,0.00,0.47,,3.00,362,344,,9
983,mdma,ESI+,DTXCID20105066,FALSE,563,0.09,0.37,,3.11,211,450,,8
983,mdma,ESI+,DTXCID201065780,FALSE,563,0.04,0.58,,1.00,335,205,,24
983,mdma,ESI+,DTXCID20115281,FALSE,563,0.06,0.60,,1.50,283,165,,22
983,mdma,ESI+,DTXCID20115286,FALSE,563,0.09,0.70,,1.33,214,75,,23
983,mdma,ESI+,DTXCID201320007,FALSE,563,0.11,0.56,,1.00,163,228,,24
983,mdma,ESI+,DTXCID201330941,FALSE,563,0.21,0.61,,8.00,62,159,,1
983,mdma,ESI+,DTXCID201331563,FALSE,563,0.06,0.35,,3.00,262,476,,9
983,mdma,ESI+,DTXCID201344087,FALSE,563,0.06,0.57,,1.50,283,219,,22
983,mdma,ESI+,DTXCID201349249,FALSE,563,0.09,0.44,,1.00,218,372,,24
983,mdma,ESI+,DTXCID201367071,FALSE,563,0.21,0.38,,1.00,63,443,,24
983,mdma,ESI+,DTXCID20137069,FALSE,563,0.42,0.31,,2.00,29,498,,18
983,mdma,ESI+,DTXCID201391214,FALSE,563,0.27,0.71,,4.00,42,61,,3
983,mdma,ESI+,DTXCID201394806,FALSE,563,0.29,0.72,,1.00,39,53,,24
983,mdma,ESI+,DTXCID201403310,FALSE,563,0.09,0.64,,1.00,177,118,,24
983,mdma,ESI+,DTXCID201404720,FALSE,563,0.11,0.73,,2.00,167,49,,18
983,mdma,ESI+,DTXCID201418773,FALSE,563,0.13,0.57,,3.00,123,214,,9
983,mdma,ESI+,DTXCID201421954,FALSE,563,0.09,0.36,,3.00,213,460,,9
983,mdma,ESI+,DTXCID201463611,FALSE,563,0.02,0.55,,0.00,361,239,,25
983,mdma,ESI+,DTXCID20165180,FALSE,563,1.01,0.60,,1.50,15,170,,22
983,mdma,ESI+,DTXCID20232381,FALSE,563,0.09,0.51,,1.50,204,289,,22
983,mdma,ESI+,DTXCID20232543,FALSE,563,0.06,0.76,,2.50,261,36,,12
983,mdma,ESI+,DTXCID20234608,FALSE,563,0.18,0.16,,1.50,80,545,,22
