Feature ID,Chemical Name,Ionization Mode,DTXCID,Correct SSM structure,Number of candidate structures for feature,Chemical metadata score,MS2 score (pos),MS2 score (neg),Hazard score,Chemical metadata rank,MS2 rank (pos),MS2 rank (neg),Hazard rank
5120,gabapentin,ESI-,DTXCID70121993,FALSE,235,0.27,,0.48,1.33,10,,209,11
5120,gabapentin,ESI-,DTXCID701374780,FALSE,235,0.04,,0.54,1.00,108,,187,12
5120,gabapentin,ESI-,DTXCID701385010,FALSE,235,0.07,,0.59,1.00,49,,166,12
5120,gabapentin,ESI-,DTXCID701404151,FALSE,235,0.08,,0.54,2.00,45,,191,7
5120,gabapentin,ESI-,DTXCID70157636,FALSE,235,0.10,,0.72,1.50,27,,95,10
5120,gabapentin,ESI-,DTXCID70234370,FALSE,235,0.07,,0.46,1.67,50,,214,9
5120,gabapentin,ESI-,DTXCID70404596,FALSE,235,0.12,,0.79,1.50,21,,56,10
5120,gabapentin,ESI-,DTXCID70462914,FALSE,235,0.03,,0.73,1.33,137,,92,11
5120,gabapentin,ESI-,DTXCID70549476,FALSE,235,0.04,,0.64,1.50,95,,143,10
5120,gabapentin,ESI-,DTXCID70680999,FALSE,235,0.04,,0.41,2.00,93,,223,7
5120,gabapentin,ESI-,DTXCID70839642,FALSE,235,0.01,,0.61,1.50,164,,159,10
5120,gabapentin,ESI-,DTXCID70841780,FALSE,235,0.01,,0.60,2.00,168,,164,7
5120,gabapentin,ESI-,DTXCID70872211,FALSE,235,0.03,,0.90,1.00,133,,21,12
5120,gabapentin,ESI-,DTXCID7088023,FALSE,235,0.17,,0.23,1.50,12,,234,10
5120,gabapentin,ESI-,DTXCID70882335,FALSE,235,0.04,,0.68,2.00,106,,117,7
5120,gabapentin,ESI-,DTXCID70936701,FALSE,235,0.01,,0.73,1.00,167,,89,12
5120,gabapentin,ESI-,DTXCID70949235,FALSE,235,0.10,,0.52,1.50,29,,198,10
5120,gabapentin,ESI-,DTXCID70949275,FALSE,235,0.01,,0.39,2.00,165,,227,7
5120,gabapentin,ESI-,DTXCID70950684,FALSE,235,0.01,,0.50,2.00,147,,203,7
5120,gabapentin,ESI-,DTXCID70951414,FALSE,235,0.04,,0.47,1.50,88,,213,10
5120,gabapentin,ESI-,DTXCID70966649,FALSE,235,0.04,,0.40,1.50,91,,225,10
5120,gabapentin,ESI-,DTXCID70984141,FALSE,235,0.01,,0.56,2.00,154,,175,7
5120,gabapentin,ESI-,DTXCID801002376,FALSE,235,0.04,,0.70,1.50,90,,104,10
5120,gabapentin,ESI-,DTXCID801002619,FALSE,235,0.06,,0.72,1.00,73,,93,12
5120,gabapentin,ESI-,DTXCID801317212,FALSE,235,0.01,,0.58,1.50,168,,171,10
5120,gabapentin,ESI-,DTXCID801335244,FALSE,235,0.04,,0.44,3.00,108,,220,3
5120,gabapentin,ESI-,DTXCID80136735,FALSE,235,0.05,,0.50,1.50,79,,202,10
5120,gabapentin,ESI-,DTXCID801433216,FALSE,235,0.05,,0.82,0.00,80,,44,13
5120,gabapentin,ESI-,DTXCID80340597,FALSE,235,0.39,,0.94,1.88,4,,17,8
5120,gabapentin,ESI-,DTXCID80350353,FALSE,235,0.03,,0.77,1.00,125,,67,12
5120,gabapentin,ESI-,DTXCID80359942,FALSE,235,0.09,,0.76,1.67,36,,76,9
5120,gabapentin,ESI-,DTXCID80422903,FALSE,235,0.09,,0.69,1.50,31,,114,10
5120,gabapentin,ESI-,DTXCID80543566,FALSE,235,0.03,,0.80,2.00,110,,55,7
5120,gabapentin,ESI-,DTXCID80549124,FALSE,235,0.06,,0.81,2.00,60,,46,7
5120,gabapentin,ESI-,DTXCID80617695,FALSE,235,0.04,,0.35,1.67,87,,229,9
5120,gabapentin,ESI-,DTXCID80803374,FALSE,235,0.01,,,1.50,168,,,10
5120,gabapentin,ESI-,DTXCID80834047,FALSE,235,0.03,,0.57,2.00,121,,174,7
5120,gabapentin,ESI-,DTXCID80865154,FALSE,235,0.01,,0.67,1.00,167,,128,12
5120,gabapentin,ESI-,DTXCID80867072,FALSE,235,0.01,,0.67,0.00,168,,125,13
5120,gabapentin,ESI-,DTXCID80916312,FALSE,235,0.01,,0.88,1.50,166,,26,10
5120,gabapentin,ESI-,DTXCID80955867,FALSE,235,0.05,,0.85,1.00,78,,34,12
5120,gabapentin,ESI-,DTXCID80974417,FALSE,235,0.01,,0.83,1.50,168,,40,10
5120,gabapentin,ESI-,DTXCID80978036,FALSE,235,0.03,,0.79,1.50,116,,59,10
5120,gabapentin,ESI-,DTXCID901004406,FALSE,235,0.03,,0.51,1.50,144,,200,10
5120,gabapentin,ESI-,DTXCID901010312,FALSE,235,0.06,,0.67,1.50,70,,127,10
5120,gabapentin,ESI-,DTXCID90112383,FALSE,235,1.96,,1.22,3.50,2,,1,2
5120,gabapentin,ESI-,DTXCID901330835,FALSE,235,0.04,,0.83,0.00,86,,39,13
5120,gabapentin,ESI-,DTXCID901361331,FALSE,235,0.06,,0.57,0.00,61,,173,13
5120,gabapentin,ESI-,DTXCID901373483,FALSE,235,0.04,,0.52,2.00,108,,196,7
5120,gabapentin,ESI-,DTXCID90246470,FALSE,235,0.04,,0.47,1.50,94,,210,10
5120,gabapentin,ESI-,DTXCID90291768,FALSE,235,0.14,,0.66,1.50,17,,133,10
5120,gabapentin,ESI-,DTXCID9030462,FALSE,235,1.03,,0.55,4.00,3,,184,1
5120,gabapentin,ESI-,DTXCID9036353,FALSE,235,0.28,,0.74,2.50,8,,83,6
5120,gabapentin,ESI-,DTXCID90386789,FALSE,235,0.11,,0.55,1.50,24,,182,10
5120,gabapentin,ESI-,DTXCID90411262,FALSE,235,0.09,,0.27,1.50,38,,233,10
5120,gabapentin,ESI-,DTXCID90523293,FALSE,235,0.04,,0.83,1.00,103,,41,12
5120,gabapentin,ESI-,DTXCID90581419,FALSE,235,0.03,,0.55,1.67,140,,185,9
5120,gabapentin,ESI-,DTXCID90602017,FALSE,235,0.03,,0.63,2.00,117,,147,7
5120,gabapentin,ESI-,DTXCID90662792,FALSE,235,0.01,,0.88,2.00,162,,27,7
5120,gabapentin,ESI-,DTXCID90825981,FALSE,235,0.05,,0.81,1.00,74,,49,12
5120,gabapentin,ESI-,DTXCID90841525,FALSE,235,0.01,,0.55,2.00,166,,186,7
5120,gabapentin,ESI-,DTXCID90870815,FALSE,235,0.01,,0.68,0.00,163,,121,13
5120,gabapentin,ESI-,DTXCID90872359,FALSE,235,0.04,,0.77,2.00,109,,71,7
5120,gabapentin,ESI-,DTXCID90882716,FALSE,235,0.04,,0.85,2.50,102,,36,6
5120,gabapentin,ESI-,DTXCID90890053,FALSE,235,0.01,,0.78,2.00,151,,61,7
5120,gabapentin,ESI-,DTXCID90947051,FALSE,235,0.04,,0.72,1.00,107,,94,12
5120,gabapentin,ESI-,DTXCID90950686,FALSE,235,0.01,,0.74,3.00,168,,79,3
5120,gabapentin,ESI-,DTXCID90950782,FALSE,235,0.03,,0.56,1.00,126,,176,12
5120,gabapentin,ESI-,DTXCID90972929,FALSE,235,0.01,,0.73,1.50,161,,88,10
5136,theophylline,ESI-,DTXCID001084764,FALSE,93,0.01,0.79,0.52,0.00,49,26,68,12
5136,theophylline,ESI-,DTXCID001336,TRUE,93,3.46,1.41,1.07,6.00,3,1,10,1
5136,theophylline,ESI-,DTXCID00716573,FALSE,93,0.00,0.57,0.75,1.50,66,55,37,9
5136,theophylline,ESI-,DTXCID00860429,FALSE,93,0.00,0.46,0.53,1.50,60,63,66,9
5136,theophylline,ESI-,DTXCID00887393,FALSE,93,0.00,0.44,0.80,3.00,66,64,26,3
5136,theophylline,ESI-,DTXCID00903542,FALSE,93,0.00,,,1.50,67,,,9
5136,theophylline,ESI-,DTXCID101329870,FALSE,93,0.01,1.22,1.10,3.00,25,6,9,3
5136,theophylline,ESI-,DTXCID10196988,FALSE,93,5.02,,0.67,2.00,1,,44,7
5136,theophylline,ESI-,DTXCID10210315,FALSE,93,1.83,,0.19,2.63,4,,83,5
5136,theophylline,ESI-,DTXCID10278930,FALSE,93,0.01,0.82,0.70,1.00,29,23,41,11
5136,theophylline,ESI-,DTXCID10493565,FALSE,93,0.00,0.53,0.53,1.00,58,58,65,11
5136,theophylline,ESI-,DTXCID10568762,FALSE,93,0.01,0.78,0.68,2.00,52,27,43,7
5136,theophylline,ESI-,DTXCID10688994,FALSE,93,0.00,0.65,0.77,0.00,65,44,33,12
5136,theophylline,ESI-,DTXCID10716589,FALSE,93,0.00,0.67,0.70,1.50,66,42,42,9
5136,theophylline,ESI-,DTXCID10739132,FALSE,93,0.00,0.61,0.46,1.00,58,50,72,11
5136,theophylline,ESI-,DTXCID10813901,FALSE,93,0.02,,0.29,1.00,16,,79,11
5136,theophylline,ESI-,DTXCID10997715,FALSE,93,0.00,0.78,0.96,1.00,64,29,14,11
5136,theophylline,ESI-,DTXCID2030853,FALSE,93,1.04,1.29,0.91,1.50,7,3,19,9
5136,theophylline,ESI-,DTXCID20887158,FALSE,93,0.00,1.04,0.78,1.50,66,13,29,9
5136,theophylline,ESI-,DTXCID20985840,FALSE,93,0.00,0.68,1.35,0.00,66,40,3,12
5136,theophylline,ESI-,DTXCID301318958,FALSE,93,0.04,,0.10,1.00,10,,86,11
5136,theophylline,ESI-,DTXCID301397358,FALSE,93,0.00,0.44,0.55,1.00,62,65,61,11
5136,theophylline,ESI-,DTXCID301420442,FALSE,93,0.01,1.26,0.93,1.00,35,4,16,11
5136,theophylline,ESI-,DTXCID30209261,FALSE,93,0.33,,0.64,2.00,9,,51,7
5136,theophylline,ESI-,DTXCID30279146,FALSE,93,0.01,0.46,0.54,1.00,40,62,64,11
5136,theophylline,ESI-,DTXCID30292471,FALSE,93,0.02,0.50,0.55,1.00,21,60,63,11
5136,theophylline,ESI-,DTXCID30353612,FALSE,93,0.01,0.69,0.84,0.00,38,37,22,12
5136,theophylline,ESI-,DTXCID30359477,FALSE,93,0.01,1.12,0.98,1.50,44,8,13,9
5136,theophylline,ESI-,DTXCID30495667,FALSE,93,0.01,0.79,0.82,1.50,45,25,23,9
5136,theophylline,ESI-,DTXCID30527154,FALSE,93,0.00,,0.62,1.50,60,,54,9
5136,theophylline,ESI-,DTXCID30705132,FALSE,93,0.00,,,1.50,66,,,9
5136,theophylline,ESI-,DTXCID30740462,FALSE,93,0.00,0.64,0.75,1.00,66,47,36,11
5136,theophylline,ESI-,DTXCID30765458,FALSE,93,0.00,0.33,0.95,1.50,61,69,15,9
5136,theophylline,ESI-,DTXCID401319654,FALSE,93,0.01,0.62,0.65,1.00,54,48,48,11
5136,theophylline,ESI-,DTXCID401456822,FALSE,93,0.01,,0.59,1.00,36,,58,11
5136,theophylline,ESI-,DTXCID4020165,FALSE,93,0.03,,0.51,2.67,13,,69,4
5136,theophylline,ESI-,DTXCID40202844,FALSE,93,3.92,,0.19,2.50,2,,82,6
5136,theophylline,ESI-,DTXCID40220109,FALSE,93,0.01,,,1.00,51,,,11
5136,theophylline,ESI-,DTXCID40264088,FALSE,93,0.03,0.58,0.59,2.00,14,52,57,7
5136,theophylline,ESI-,DTXCID40438984,FALSE,93,0.00,0.71,0.59,1.50,66,35,59,9
5136,theophylline,ESI-,DTXCID40497632,FALSE,93,0.01,0.33,0.26,1.00,53,67,80,11
5136,theophylline,ESI-,DTXCID40619852,FALSE,93,0.00,1.20,0.42,1.33,58,7,73,10
5136,theophylline,ESI-,DTXCID40766037,FALSE,93,0.00,0.83,0.50,1.50,62,21,70,9
5136,theophylline,ESI-,DTXCID40952413,FALSE,93,0.01,1.07,0.77,1.00,54,11,30,11
5136,theophylline,ESI-,DTXCID50109214,FALSE,93,0.02,1.32,0.87,1.50,17,2,20,9
5136,theophylline,ESI-,DTXCID501400515,FALSE,93,0.00,0.93,1.38,1.00,62,17,2,11
5136,theophylline,ESI-,DTXCID501453988,FALSE,93,0.01,0.70,0.75,1.00,41,36,38,11
5136,theophylline,ESI-,DTXCID50217484,FALSE,93,0.02,,0.21,1.50,23,,81,9
5136,theophylline,ESI-,DTXCID50232071,FALSE,93,0.01,0.72,0.52,1.00,32,33,67,11
5136,theophylline,ESI-,DTXCID50396142,FALSE,93,0.01,0.83,1.40,1.00,47,22,1,11
5136,theophylline,ESI-,DTXCID50508703,FALSE,93,0.01,,0.91,1.50,53,,18,9
5136,theophylline,ESI-,DTXCID506132,FALSE,93,1.14,1.03,0.74,4.28,6,14,40,2
5136,theophylline,ESI-,DTXCID50682153,FALSE,93,0.00,0.42,0.55,2.00,55,66,62,7
5136,theophylline,ESI-,DTXCID50861087,FALSE,93,0.00,,0.11,1.50,65,,85,9
5136,theophylline,ESI-,DTXCID50984528,FALSE,93,0.00,0.97,0.65,0.00,62,15,49,12
5136,theophylline,ESI-,DTXCID601113078,FALSE,93,0.00,0.78,0.66,0.00,62,30,46,12
5136,theophylline,ESI-,DTXCID601176509,FALSE,93,0.01,0.64,0.38,1.00,28,45,75,11
5136,theophylline,ESI-,DTXCID601317711,FALSE,93,0.01,0.33,,1.50,39,68,,9
5136,theophylline,ESI-,DTXCID601374125,FALSE,93,0.01,,0.67,1.00,26,,45,11
5136,theophylline,ESI-,DTXCID601480380,FALSE,93,0.00,,,1.00,62,,,11
5136,theophylline,ESI-,DTXCID601490381,FALSE,93,0.02,,,3.00,18,,,3
5136,theophylline,ESI-,DTXCID60250488,FALSE,93,0.01,0.64,0.37,1.00,37,46,77,11
5136,theophylline,ESI-,DTXCID60276784,FALSE,93,0.02,0.77,0.74,1.00,22,31,39,11
5136,theophylline,ESI-,DTXCID60418304,FALSE,93,0.00,0.71,0.66,1.00,62,34,47,11
5136,theophylline,ESI-,DTXCID6088901,FALSE,93,0.02,1.06,0.86,1.50,15,12,21,9
5136,theophylline,ESI-,DTXCID60931543,FALSE,93,0.00,0.56,0.49,0.00,66,56,71,12
5136,theophylline,ESI-,DTXCID701019487,FALSE,93,0.03,,0.30,1.00,12,,78,11
5136,theophylline,ESI-,DTXCID701423274,FALSE,93,0.00,,0.12,1.00,67,,84,11
5136,theophylline,ESI-,DTXCID70209260,FALSE,93,0.60,,0.65,1.50,8,,50,9
5136,theophylline,ESI-,DTXCID70255444,FALSE,93,0.01,0.47,0.77,1.00,54,61,34,11
5136,theophylline,ESI-,DTXCID70279509,FALSE,93,0.01,0.60,0.76,1.50,33,51,35,9
5136,theophylline,ESI-,DTXCID70630232,FALSE,93,0.01,1.22,1.03,1.00,50,5,11,11
5136,theophylline,ESI-,DTXCID7065257,FALSE,93,1.77,,1.19,2.50,5,,5,6
5136,theophylline,ESI-,DTXCID70740461,FALSE,93,0.01,0.65,0.80,1.00,43,43,25,11
5136,theophylline,ESI-,DTXCID70869181,FALSE,93,0.00,1.07,1.17,0.00,63,10,6,12
5136,theophylline,ESI-,DTXCID80116138,FALSE,93,0.02,0.54,0.81,1.78,19,57,24,8
5136,theophylline,ESI-,DTXCID801296670,FALSE,93,0.00,0.72,0.37,1.50,66,32,76,9
5136,theophylline,ESI-,DTXCID80131447,FALSE,93,0.01,0.68,0.77,1.50,46,39,32,9
5136,theophylline,ESI-,DTXCID80211955,FALSE,93,0.02,0.78,0.77,1.00,20,28,31,11
5136,theophylline,ESI-,DTXCID80278083,FALSE,93,0.01,0.51,0.60,1.00,24,59,56,11
5136,theophylline,ESI-,DTXCID80542796,FALSE,93,0.01,0.91,0.93,1.00,30,18,17,11
5136,theophylline,ESI-,DTXCID80659636,FALSE,93,0.01,0.67,0.55,0.00,31,41,60,12
5136,theophylline,ESI-,DTXCID80679652,FALSE,93,0.00,0.58,0.61,2.00,56,53,55,7
5136,theophylline,ESI-,DTXCID80942934,FALSE,93,0.01,0.94,1.15,0.00,42,16,8,12
5136,theophylline,ESI-,DTXCID80985841,FALSE,93,0.00,0.69,1.22,0.00,66,38,4,12
5136,theophylline,ESI-,DTXCID90130264,FALSE,93,0.03,0.88,1.16,2.50,11,19,7,6
5136,theophylline,ESI-,DTXCID901309222,FALSE,93,0.01,0.84,0.39,1.00,48,20,74,11
5136,theophylline,ESI-,DTXCID901341834,FALSE,93,0.00,,0.06,1.00,59,,87,11
5136,theophylline,ESI-,DTXCID901373233,FALSE,93,0.01,0.61,0.79,1.00,34,49,27,11
5136,theophylline,ESI-,DTXCID90530523,FALSE,93,0.01,0.81,0.63,2.00,27,24,52,7
5136,theophylline,ESI-,DTXCID90765459,FALSE,93,0.00,0.57,0.78,1.00,62,54,28,11
5136,theophylline,ESI-,DTXCID90822814,FALSE,93,0.00,1.07,0.98,1.00,57,9,12,11
5136,theophylline,ESI-,DTXCID90996428,FALSE,93,0.00,,0.63,2.00,65,,53,7
5167,ibuprofen,ESI-,DTXCID001009035,FALSE,368,0.04,,0.54,2.50,114,,271,17
5167,ibuprofen,ESI-,DTXCID001010222,FALSE,368,0.03,,0.90,1.50,147,,86,30
5167,ibuprofen,ESI-,DTXCID001026257,FALSE,368,0.04,,0.60,3.00,105,,246,6
5167,ibuprofen,ESI-,DTXCID001041754,FALSE,368,0.01,,0.60,2.50,230,,242,17
5167,ibuprofen,ESI-,DTXCID001042033,FALSE,368,0.01,,0.53,2.50,230,,278,17
5167,ibuprofen,ESI-,DTXCID001375694,FALSE,368,0.01,,0.85,3.00,219,,107,6
5167,ibuprofen,ESI-,DTXCID001396456,FALSE,368,0.15,,0.72,3.00,22,,177,6
5167,ibuprofen,ESI-,DTXCID001423316,FALSE,368,0.04,,0.54,1.00,103,,272,32
5167,ibuprofen,ESI-,DTXCID001440671,FALSE,368,0.01,,1.49,2.00,219,,17,23
5167,ibuprofen,ESI-,DTXCID001464782,FALSE,368,0.03,,0.89,1.00,152,,88,32
5167,ibuprofen,ESI-,DTXCID00229754,FALSE,368,0.06,,0.56,1.50,64,,266,30
5167,ibuprofen,ESI-,DTXCID00237652,FALSE,368,0.02,,0.52,1.50,189,,283,30
5167,ibuprofen,ESI-,DTXCID0024501,FALSE,368,0.34,,0.38,1.97,9,,360,24
5167,ibuprofen,ESI-,DTXCID0027567,FALSE,368,0.30,,0.39,2.78,11,,357,8
5167,ibuprofen,ESI-,DTXCID00293152,FALSE,368,0.09,,0.77,2.33,37,,140,20
5167,ibuprofen,ESI-,DTXCID00307809,FALSE,368,0.03,,0.48,2.00,136,,308,23
5167,ibuprofen,ESI-,DTXCID0031001,FALSE,368,0.08,,0.45,2.00,41,,331,23
5167,ibuprofen,ESI-,DTXCID00323382,FALSE,368,0.03,,1.71,1.50,121,,2,30
5167,ibuprofen,ESI-,DTXCID00343560,FALSE,368,0.03,,0.77,1.33,141,,144,31
5167,ibuprofen,ESI-,DTXCID00384978,FALSE,368,0.01,,0.45,2.50,217,,332,17
5167,ibuprofen,ESI-,DTXCID00387863,FALSE,368,0.01,,0.99,2.50,196,,55,17
5167,ibuprofen,ESI-,DTXCID00397644,FALSE,368,0.06,,0.44,1.50,66,,335,30
5167,ibuprofen,ESI-,DTXCID00413813,FALSE,368,0.03,,0.64,1.50,145,,230,30
5167,ibuprofen,ESI-,DTXCID0041775,FALSE,368,0.11,,0.48,1.50,30,,312,30
5167,ibuprofen,ESI-,DTXCID00424580,FALSE,368,0.03,,0.76,1.50,122,,153,30
5167,ibuprofen,ESI-,DTXCID0042955,FALSE,368,0.04,,0.45,1.50,81,,327,30
5167,ibuprofen,ESI-,DTXCID0045620,FALSE,368,0.09,,0.48,3.36,36,,310,5
5167,ibuprofen,ESI-,DTXCID0045967,FALSE,368,0.05,,0.56,2.67,80,,261,11
5167,ibuprofen,ESI-,DTXCID00554492,FALSE,368,0.01,,0.39,2.00,215,,358,23
5167,ibuprofen,ESI-,DTXCID00571543,FALSE,368,0.03,,0.98,2.00,131,,58,23
5167,ibuprofen,ESI-,DTXCID00682901,FALSE,368,0.03,,0.43,2.00,144,,338,23
5167,ibuprofen,ESI-,DTXCID00776076,FALSE,368,0.01,,0.77,3.00,230,,141,6
5167,ibuprofen,ESI-,DTXCID00804944,FALSE,368,0.02,,0.40,1.50,189,,352,30
5167,ibuprofen,ESI-,DTXCID00815919,FALSE,368,0.47,,0.39,3.50,6,,356,4
5167,ibuprofen,ESI-,DTXCID00846824,FALSE,368,0.01,,0.49,2.00,230,,302,23
5167,ibuprofen,ESI-,DTXCID00849496,FALSE,368,0.01,,0.69,2.50,204,,198,17
5167,ibuprofen,ESI-,DTXCID00860964,FALSE,368,0.01,,0.86,1.50,219,,102,30
5167,ibuprofen,ESI-,DTXCID00862105,FALSE,368,0.04,,0.98,1.50,101,,60,30
5167,ibuprofen,ESI-,DTXCID00867670,FALSE,368,0.01,,0.76,2.00,227,,150,23
5167,ibuprofen,ESI-,DTXCID00867877,FALSE,368,0.01,,0.73,2.33,206,,169,20
5167,ibuprofen,ESI-,DTXCID00877198,FALSE,368,0.01,,0.65,1.50,219,,228,30
5167,ibuprofen,ESI-,DTXCID00877411,FALSE,368,0.05,,1.53,2.50,79,,14,17
5167,ibuprofen,ESI-,DTXCID00926857,FALSE,368,0.01,,0.69,1.50,230,,194,30
5167,ibuprofen,ESI-,DTXCID00937685,FALSE,368,0.01,,0.76,2.00,230,,149,23
5167,ibuprofen,ESI-,DTXCID00951144,FALSE,368,0.05,,0.53,2.50,77,,279,17
5167,ibuprofen,ESI-,DTXCID00954973,FALSE,368,0.04,,0.94,1.50,116,,71,30
5167,ibuprofen,ESI-,DTXCID00955344,FALSE,368,0.03,,1.47,2.50,132,,18,17
5167,ibuprofen,ESI-,DTXCID00970173,FALSE,368,0.01,,0.51,1.50,229,,295,30
5167,ibuprofen,ESI-,DTXCID00979207,FALSE,368,0.01,,0.80,1.50,230,,131,30
5167,ibuprofen,ESI-,DTXCID00979823,FALSE,368,0.01,,0.84,2.50,230,,110,17
5167,ibuprofen,ESI-,DTXCID101047236,FALSE,368,0.01,,0.43,2.00,230,,340,23
5167,ibuprofen,ESI-,DTXCID10126720,FALSE,368,0.02,,0.84,2.50,163,,109,17
5167,ibuprofen,ESI-,DTXCID101370673,FALSE,368,0.01,,0.94,0.00,216,,74,33
5167,ibuprofen,ESI-,DTXCID101376790,FALSE,368,0.06,,0.49,2.67,54,,305,11
5167,ibuprofen,ESI-,DTXCID101395194,FALSE,368,0.01,,1.43,3.00,217,,23,6
5167,ibuprofen,ESI-,DTXCID101395687,FALSE,368,0.02,,1.44,3.00,185,,22,6
